URL#title#pubdate#sentiment#artist
http://www.backspin.de/rae-sremmurd-wissen-solltest/#Rae Sremmurd: Von der Obdachlosigkeit in die Charts#2018-04-23#POSITIVE#Rae Sremmurd
http://inn-joy.de/musik/cds/2204-sasha-schl%C3%BCsselkind.html#"Sasha ""Schlüsselkind"""#2018-04-16#POSITIVE#Sasha
http://splash-mag.de/swae-lee-slim-jxmmi-guatemala/#Swae Lee ft Slim Jxmmi - Guatemala#2018-04-12#POSITIVE#
https://diffusmag.de/p/videopremiere-milk#"Videopremiere: M.I.L.K. meldet sich mit ""Slow Emotions"" zurück"#2018-04-11#POSITIVE#
https://www.bigfm.de/news/25109/5-seconds-summer-droppen-musikvideo-want-you-back###UNKNOWN#
https://www.eventim.de/magazin/rock-pop/5-seconds-of-summer-droppen-musikvideo-zu-want-you-back/#5 SECONDS OF SUMMER droppen Musikvideo zu „Want You Back“#2018-03-28#POSITIVE#5 Seconds Of Summer
http://www.viva.tv/news/116206-mit-dem-musikvideo-zu-want-you-back-feiern-5-seconds-of-summer-ihr-comeback#"MIT DEM MUSIKVIDEO ZU ""WANT YOU BACK"" FEIERN 5 SECONDS OF SUMMER IHR COMEBACK"#2018-03-27#POSITIVE#5 Seconds Of Summer
https://www.promiflash.de/news/2018/03/30/1-comeback-video-5-seconds-of-summer-sind-jetzt-erwachsen.html#1. Comeback-Video: 5 Seconds of Summer sind jetzt erwachsen#2018-03-30#POSITIVE#5 Seconds Of Summer
http://splash-mag.de/rapsody-interview/#Rapsody: „In meinen Augen ist es extrem wichtig unsere Geschichte festzuhalten und zu lehren!“ // Interview#2018-03-07#POSITIVE#Rapsody
http://neon-ghosts.de/toni-braxton-sex-cigarettes/#Toni Braxton - Sex & Cigarettes#2018-03-28#POSITIVE#Toni Braxton
http://www.festivalguide.de/storys/die-led-zeppelin-der-millenials-landen-in-deutschland-greta-van-fleet-live-in-koln#Greta van Fleet live in Köln: Die Led Zeppelin der Millennials landen in Deutschland#2018-03-23#UNKNOWN#Greta Van Fleet
http://passion-prty.de/2018/03/lxandra-mit-neuer-single-dig-deep/#"Lxandra mit neuer Single ""Dig Deep"" "#2018-03-21#POSITIVE#Lxandra
http://www.bedroomdisco.de/2018/03/lxandra-frischer-wind-aus-norden/#Lxandra - Frischer Wind aus dem Norden #2018-03-16#POSITIVE#Lxandra
http://femtastics.com/short-stories/lxandra/#Pop-Newcomerin des Jahres: Lxandra aus Finnland#2018-03-16#POSITIVE#Lxandra
https://www.amypink.com/2018/03/27/hip-hop-in-der-hauptstadt-schaut-euch-in-diesem-video-an-was-die-jungs-von-migos-so-alles-in-berlin-erlebt-haben/#Hip-Hop in der Hauptstadt: Schau euch in diesem Video an, was die Jungs von Migos so alles in Berlin erlebt haben#2018-03-27#POSITIVE#Migos
http://www.16bars.de/media/231701/rae-sremmurd-juicy-j-powerglide/#Rae Sremmurd und Juicy J veröffentlichen Video zu „Powerglide“##POSITIVE#Rae Sremmurd
http://www.16bars.de/media/231701/rae-sremmurd-juicy-j-powerglide/# Rae Sremmurd, Juicy J - Powerglide#2018-03-13#UNKNOWN#Rae Sremmurd
https://hypesrus.com/2018/03/rae-sremmurd-feat-juicy-j-powerglide/#Swae Lee und Slim Jxmmi – die beiden Jungs von Rae Sremmurd – haben dieses Jahr großes vor. Als allererstes wäre da der neue Song „Powerglide“ mit keinem geringeren als Juicy J!#2018-03-01#UNKNOWN#Rae Sremmurd
https://juice.de/sr3mm-rae-sremmurd-veroeffentlichen-drei-neue-tracks/#SR3MM: Rae Sremmurd veröffentlichen drei neue Tracks // News#2018-03-01#UNKNOWN#Rae Sremmurd
https://noisey.vice.com/de/article/ywqybv/rae-sremmurds-neues-video-zu-powerglide-ist-wie-the-fast-and-the-furious-in-kurz#"Rae Sremmurds neues Video zu ""Powerglide"" ist wie 'The Fast and the Furious' in kurz"#2018-03-13#POSITIVE#Rae Sremmurd
http://minutenmusik.de/wochenrueckblick/die-fantastischen-vier-mani-orrason-shaw-mendes-snow-patrol-the-cool-quest-wochenrueckblick-kw-12-2018#Snow Patrol – Don’t Give In#2018-03-25#POSITIVE#Snow Patrol
https://www.stern.de/kultur/snow-patrol-neue-musik-nach-langer-schaffenspause-7913246.html#Neue Musik nach langer Schaffenspause#2018-03-23#NEUTRAL#Snow Patrol
https://www.musikexpress.de/snow-patrol-veroeffentlichen-erstes-video-aus-dem-kommenden-album-1032635/#Snow Patrol veröffentlichen erstes Video aus dem Album WILDNESS#2018-03-22#POSITIVE#Snow Patrol
http://www.klatsch-tratsch.de/2018/03/26/sandro-cavazza-ganz-pfiffige-frischware-aus-schweden/337862#Sandro Cavazza: Ganz pfiffige Frischware aus Schweden#2018-03-26#POSITIVE#Sandro Cavazza
https://www.rockhard.de/news/newsarchiv/newsansicht/52393-the-who-frontmann-roger-daltrey-veroeffentlicht-as-long-as-i-have-you-album-im-juni.html#"The Who: Frontmann Roger Daltrey veröffentlicht ""As Long As I Have You""-Album im Juni"#2018-03-15#NEUTRAL#Roger Daltrey
https://classicrock.net/roger-daltrey-hier-die-erste-single-seines-soloalbums-hoeren/#Roger Daltrey: Hier die erste Single seines Soloalbums hören#2018-03-16#NEUTRAL#Roger Daltrey
https://www.rollingstone.de/the-who-roger-daltrey-neues-album-as-long-as-i-have-you-1467631/#The-Who-Sänger Roger Daltrey bringt erstes Solo-Album seit 26 Jahren heraus#2018-03-16#NEUTRAL#Roger Daltrey
https://www.berliner-zeitung.de/kultur/musik/kendrick-lamar-in-berlin-grandioser-tourneeabschluss-in-der-mehrzweckhalle--29826410#Kendrick Lamar in Berlin: Grandioser Tourneeabschluss in der Mehrzweckhalle #2018-03-06#POSITIVE#Kendrick Lamar
http://www.16bars.de/newsartikel/231629/kendrick-lamar-live-in-berlin/#Kendrick Lamar Live: Nationalspieler und Deutschrapper feiern die...#2018-03-06#POSITIVE#Kendrick Lamar
