URL#title#pubdate#sentiment#artist
https://www.schwaebische.de/ueberregional/panorama_artikel,-die-stimme-der-unterdr%C3%BCckten-_arid,10825824.html#Die Stimme der Unterdrückten#2018-02-26#POSITIVE#Kendrick Lamar
https://www.wr.de/kultur/wie-kendrick-lamar-das-koelner-publikum-mit-blicken-umarmte-id213530273.html#Wie Kendrick Lamar das Kölner Publikum mit Blicken umarmte#2018-02-23#POSITIVE#Kendrick Lamar
https://www.stuttgarter-zeitung.de/inhalt.kendrick-lamar-konzert-in-koeln-kung-fu-kennys-karaoke.4d15585e-1e13-48e7-bfeb-9cafc6704eae.html#Kung Fu Kennys Karaoke#2018-02-23#POSITIVE#Kendrick Lamar
http://www.rp-online.de/nrw/staedte/koeln/konzert-in-koeln-kendrick-lamar-der-beste-rapper-der-welt-aid-1.7416229#Kendrick Lamar - der beste Rapper der Welt#2018-02-23#POSITIVE#Kendrick Lamar
https://www.ksta.de/kultur/tourrekord-in-der-lanxess-arena--kendrick-lamar-sorgt-fuer-ekstatische-stimmung-in-koeln-29769096#Tourrekord in der Lanxess-Arena? Kendrick Lamar sorgt für ekstatische Stimmung in Köln #2018-02-23#POSITIVE#Kendrick Lamar
http://www.taz.de/Kendrick-Lamars-Konzert-in-Berlin/!5486415/#Zur Not auch mit Kung Fu#2018-03-06#POSITIVE#Kendrick Lamar
https://juice.de/kendrick-lamar-in-berlin-live/#Kendrick Lamar in Berlin: Königliche Audienz #2018-03-06#UNKNOWN#
https://www.rbb24.de/kultur/beitrag/2018/03/konzertkritik-kendrick-lamar-berlin.html#Eher ein Messias als ein Rap-König#2018-03-06#UNKNOWN#Kendrick Lamar
http://www.maz-online.de/Nachrichten/Kultur/Berlin-Kendrick-Lamar-live-in-der-Mercedes-Benz-Arena#Kendrick Lamar liefert musikalischen Machtbeweis#2018-03-06#UNKNOWN#Kendrick Lamar
https://www.tagesspiegel.de/kultur/kendrick-lamar-live-in-berlin-demut-bitte/21035464.html#Demut, bitte!#2018-03-06#UNKNOWN#
http://www.fnp.de/nachrichten/kultur/Nur-einmal-den-Messias-beruehren;art679,2910348#Nur einmal den Messias berühren#2018-02-17#UNKNOWN#Kendrick Lamar
http://www.fr.de/kultur/musik/kendrick-lamar-man-ist-doch-immer-wieder-verbluefft-a-1449636#Man ist doch immer wieder verblüfft#2018-02-17#NEUTRAL#Kendrick Lamar
https://www.tonspion.de/news/konzertbericht-kendrick-lamar-frankfurt-am-main-15022018#Konzertbericht: Kendrick Lamar in Frankfurt am Main #2018-02-16#POSITIVE#Kendrick Lamar
http://www.spiegel.de/kultur/musik/kendrick-lamar-live-in-frankfurt-james-brown-micheal-jackson-diese-liga-a-1193846.html#James Brown, Michael Jackson - diese Liga#2018-02-16#POSITIVE#Kendrick Lamar
http://www.general-anzeiger-bonn.de/news/kultur-und-medien/Hip-Hop-Star-Kendrick-Lamar-in-K%C3%B6lner-Lanxess-Arena-article3791988.html#Hip-Hop-Star Kendrick Lamar in Kölner Lanxess-Arena #2018-02-24#POSITIVE#
http://www.sueddeutsche.de/kultur/kendrick-lamar-in-frankfurt-der-wortgewaltigste-zeitgenoessische-rapper-der-welt-1.3870033#Der wortgewaltigste zeitgenössische Rapper der Welt#2018-02-16#POSITIVE#Kendrick Lamar
http://www.faz.net/aktuell/feuilleton/pop/kendrick-lamar-in-frankfurt-willst-du-gut-oder-boese-sein-15452917.html#Kendrick Lamar in Frankfurt: Willst du gut oder böse sein?#2018-02-17#POSITIVE#Kendrick Lamar
http://www.zeit.de/2018/09/kendrick-lamar-rapper-frankfurt#Seid demütig!#2018-02-21#POSITIVE#Kendrick Lamar
