URL#title
https://www.rbb24.de/kultur/beitrag/2018/03/konzertkritik-kendrick-lamar-berlin.html#Eher ein Messias als ein Rap-König
http://www.maz-online.de/Nachrichten/Kultur/Berlin-Kendrick-Lamar-live-in-der-Mercedes-Benz-Arena#Kendrick Lamar liefert musikalischen Machtbeweis
https://www.tagesspiegel.de/kultur/kendrick-lamar-live-in-berlin-demut-bitte/21035464.html#Demut, bitte!
http://www.fnp.de/nachrichten/kultur/Nur-einmal-den-Messias-beruehren;art679,2910348#Nur einmal den Messias berühren
http://www.fr.de/kultur/musik/kendrick-lamar-man-ist-doch-immer-wieder-verbluefft-a-1449636#Man ist doch immer wieder verblüfft
https://www.tonspion.de/news/konzertbericht-kendrick-lamar-frankfurt-am-main-15022018#Konzertbericht: Kendrick Lamar in Frankfurt am Main 
http://www.spiegel.de/kultur/musik/kendrick-lamar-live-in-frankfurt-james-brown-micheal-jackson-diese-liga-a-1193846.html#James Brown, Michael Jackson - diese Liga
http://www.general-anzeiger-bonn.de/news/kultur-und-medien/Hip-Hop-Star-Kendrick-Lamar-in-K%C3%B6lner-Lanxess-Arena-article3791988.html#Hip-Hop-Star Kendrick Lamar in Kölner Lanxess-Arena 
http://www.sueddeutsche.de/kultur/kendrick-lamar-in-frankfurt-der-wortgewaltigste-zeitgenoessische-rapper-der-welt-1.3870033#Der wortgewaltigste zeitgenössische Rapper der Welt
http://www.faz.net/aktuell/feuilleton/pop/kendrick-lamar-in-frankfurt-willst-du-gut-oder-boese-sein-15452917.html#Kendrick Lamar in Frankfurt: Willst du gut oder böse sein?
http://www.zeit.de/2018/09/kendrick-lamar-rapper-frankfurt#Seid demütig!
