URL#title
http://www.backspin.de/rae-sremmurd-wissen-solltest/#Rae Sremmurd: Von der Obdachlosigkeit in die Charts
http://inn-joy.de/musik/cds/2204-sasha-schl%C3%BCsselkind.html#"Sasha ""Schlüsselkind"""
http://splash-mag.de/swae-lee-slim-jxmmi-guatemala/#Swae Lee ft Slim Jxmmi - Guatemala
https://www.bigfm.de/news/25109/5-seconds-summer-droppen-musikvideo-want-you-back#
https://www.eventim.de/magazin/rock-pop/5-seconds-of-summer-droppen-musikvideo-zu-want-you-back/#5 SECONDS OF SUMMER droppen Musikvideo zu „Want You Back“
http://www.viva.tv/news/116206-mit-dem-musikvideo-zu-want-you-back-feiern-5-seconds-of-summer-ihr-comeback#"MIT DEM MUSIKVIDEO ZU ""WANT YOU BACK"" FEIERN 5 SECONDS OF SUMMER IHR COMEBACK"
https://www.promiflash.de/news/2018/03/30/1-comeback-video-5-seconds-of-summer-sind-jetzt-erwachsen.html#1. Comeback-Video: 5 Seconds of Summer sind jetzt erwachsen
http://splash-mag.de/rapsody-interview/#Rapsody: „In meinen Augen ist es extrem wichtig unsere Geschichte festzuhalten und zu lehren!“ // Interview
http://neon-ghosts.de/toni-braxton-sex-cigarettes/#Toni Braxton - Sex & Cigarettes
http://www.festivalguide.de/storys/die-led-zeppelin-der-millenials-landen-in-deutschland-greta-van-fleet-live-in-koln#Greta van Fleet live in Köln: Die Led Zeppelin der Millennials landen in Deutschland
http://passion-prty.de/2018/03/lxandra-mit-neuer-single-dig-deep/#"Lxandra mit neuer Single ""Dig Deep"" "
http://www.bedroomdisco.de/2018/03/lxandra-frischer-wind-aus-norden/#Lxandra - Frischer Wind aus dem Norden 
http://femtastics.com/short-stories/lxandra/#Pop-Newcomerin des Jahres: Lxandra aus Finnland
https://www.amypink.com/2018/03/27/hip-hop-in-der-hauptstadt-schaut-euch-in-diesem-video-an-was-die-jungs-von-migos-so-alles-in-berlin-erlebt-haben/#Hip-Hop in der Hauptstadt: Schau euch in diesem Video an, was die Jungs von Migos so alles in Berlin erlebt haben
http://www.16bars.de/media/231701/rae-sremmurd-juicy-j-powerglide/#Rae Sremmurd und Juicy J veröffentlichen Video zu „Powerglide“
http://www.16bars.de/media/231701/rae-sremmurd-juicy-j-powerglide/# Rae Sremmurd, Juicy J - Powerglide
https://hypesrus.com/2018/03/rae-sremmurd-feat-juicy-j-powerglide/#Swae Lee und Slim Jxmmi – die beiden Jungs von Rae Sremmurd – haben dieses Jahr großes vor. Als allererstes wäre da der neue Song „Powerglide“ mit keinem geringeren als Juicy J!
https://juice.de/sr3mm-rae-sremmurd-veroeffentlichen-drei-neue-tracks/#SR3MM: Rae Sremmurd veröffentlichen drei neue Tracks // News
https://noisey.vice.com/de/article/ywqybv/rae-sremmurds-neues-video-zu-powerglide-ist-wie-the-fast-and-the-furious-in-kurz#"Rae Sremmurds neues Video zu ""Powerglide"" ist wie 'The Fast and the Furious' in kurz"
http://minutenmusik.de/wochenrueckblick/die-fantastischen-vier-mani-orrason-shaw-mendes-snow-patrol-the-cool-quest-wochenrueckblick-kw-12-2018#Snow Patrol – Don’t Give In
https://www.stern.de/kultur/snow-patrol-neue-musik-nach-langer-schaffenspause-7913246.html#Neue Musik nach langer Schaffenspause
https://www.musikexpress.de/snow-patrol-veroeffentlichen-erstes-video-aus-dem-kommenden-album-1032635/#Snow Patrol veröffentlichen erstes Video aus dem Album WILDNESS
http://www.klatsch-tratsch.de/2018/03/26/sandro-cavazza-ganz-pfiffige-frischware-aus-schweden/337862#Sandro Cavazza: Ganz pfiffige Frischware aus Schweden
https://www.rockhard.de/news/newsarchiv/newsansicht/52393-the-who-frontmann-roger-daltrey-veroeffentlicht-as-long-as-i-have-you-album-im-juni.html#"The Who: Frontmann Roger Daltrey veröffentlicht ""As Long As I Have You""-Album im Juni"
https://classicrock.net/roger-daltrey-hier-die-erste-single-seines-soloalbums-hoeren/#Roger Daltrey: Hier die erste Single seines Soloalbums hören
https://www.rollingstone.de/the-who-roger-daltrey-neues-album-as-long-as-i-have-you-1467631/#The-Who-Sänger Roger Daltrey bringt erstes Solo-Album seit 26 Jahren heraus
https://www.berliner-zeitung.de/kultur/musik/kendrick-lamar-in-berlin-grandioser-tourneeabschluss-in-der-mehrzweckhalle--29826410#Kendrick Lamar in Berlin: Grandioser Tourneeabschluss in der Mehrzweckhalle 
http://www.16bars.de/newsartikel/231629/kendrick-lamar-live-in-berlin/#Kendrick Lamar Live: Nationalspieler und Deutschrapper feiern die...
https://www.schwaebische.de/ueberregional/panorama_artikel,-die-stimme-der-unterdr%C3%BCckten-_arid,10825824.html#Die Stimme der Unterdrückten
https://www.wr.de/kultur/wie-kendrick-lamar-das-koelner-publikum-mit-blicken-umarmte-id213530273.html#Wie Kendrick Lamar das Kölner Publikum mit Blicken umarmte
https://www.stuttgarter-zeitung.de/inhalt.kendrick-lamar-konzert-in-koeln-kung-fu-kennys-karaoke.4d15585e-1e13-48e7-bfeb-9cafc6704eae.html#Kung Fu Kennys Karaoke
http://www.rp-online.de/nrw/staedte/koeln/konzert-in-koeln-kendrick-lamar-der-beste-rapper-der-welt-aid-1.7416229#Kendrick Lamar - der beste Rapper der Welt
https://www.ksta.de/kultur/tourrekord-in-der-lanxess-arena--kendrick-lamar-sorgt-fuer-ekstatische-stimmung-in-koeln-29769096#Tourrekord in der Lanxess-Arena? Kendrick Lamar sorgt für ekstatische Stimmung in Köln 
http://www.taz.de/Kendrick-Lamars-Konzert-in-Berlin/!5486415/#Zur Not auch mit Kung Fu
https://juice.de/kendrick-lamar-in-berlin-live/#Kendrick Lamar in Berlin: Königliche Audienz 
